location,camera,direction,time,car_5min,motorbike_5min,bus_5min,truck_5min,total_vehicles_5min,hour,minute,time_slot,is_morning_peak,is_evening_peak
AlankarChowk,a3,LEFT,2026-09-10 09:55:00,39,52,5,10,106,9,55,09:55-00,1,0
AlankarChowk,a3,LEFT,2026-09-10 10:00:00,33,50,8,8,99,10,0,10:00-05,1,0
AlankarChowk,a3,LEFT,2026-09-10 10:05:00,32,49,7,19,107,10,5,10:05-10,1,0
AlankarChowk,a3,RIGHT,2026-09-10 07:00:00,23,35,4,7,69,7,0,07:00-05,0,0
AlankarChowk,a3,RIGHT,2026-09-10 07:05:00,22,36,4,5,67,7,5,07:05-10,0,0
AlankarChowk,a3,RIGHT,2026-09-10 07:10:00,23,33,4,4,64,7,10,07:10-15,0,0
AlankarChowk,a3,RIGHT,2026-09-10 07:15:00,23,33,3,6,65,7,15,07:15-20,0,0
AlankarChowk,a3,RIGHT,2026-09-10 07:20:00,21,30,4,8,63,7,20,07:20-25,0,0
AlankarChowk,a3,RIGHT,2026-09-10 07:25:00,22,31,5,9,67,7,25,07:25-30,0,0
AlankarChowk,a3,RIGHT,2026-09-10 07:30:00,19,34,5,6,64,7,30,07:30-35,0,0
AlankarChowk,a3,RIGHT,2026-09-10 07:35:00,20,31,5,12,68,7,35,07:35-40,0,0
AlankarChowk,a3,RIGHT,2026-09-10 07:40:00,23,34,4,7,68,7,40,07:40-45,0,0
AlankarChowk,a3,RIGHT,2026-09-10 07:45:00,19,28,4,9,60,7,45,07:45-50,0,0
AlankarChowk,a3,RIGHT,2026-09-10 07:50:00,24,34,4,4,66,7,50,07:50-55,0,0
AlankarChowk,a3,RIGHT,2026-09-10 07:55:00,19,27,3,8,57,7,55,07:55-00,0,0
AlankarChowk,a3,RIGHT,2026-09-10 08:00:00,37,48,6,12,103,8,0,08:00-05,1,0
AlankarChowk,a3,RIGHT,2026-09-10 08:05:00,35,53,8,6,102,8,5,08:05-10,1,0
AlankarChowk,a3,RIGHT,2026-09-10 08:10:00,41,62,8,7,118,8,10,08:10-15,1,0
AlankarChowk,a3,RIGHT,2026-09-10 08:15:00,33,41,7,9,90,8,15,08:15-20,1,0
AlankarChowk,a3,RIGHT,2026-09-10 08:20:00,34,54,6,12,106,8,20,08:20-25,1,0
AlankarChowk,a3,RIGHT,2026-09-10 08:25:00,41,51,8,11,111,8,25,08:25-30,1,0
AlankarChowk,a3,RIGHT,2026-09-10 08:30:00,31,52,8,12,103,8,30,08:30-35,1,0
AlankarChowk,a3,RIGHT,2026-09-10 08:35:00,36,52,6,15,109,8,35,08:35-40,1,0
AlankarChowk,a3,RIGHT,2026-09-10 08:40:00,33,51,5,9,98,8,40,08:40-45,1,0
AlankarChowk,a3,RIGHT,2026-09-10 08:45:00,35,53,8,19,115,8,45,08:45-50,1,0
AlankarChowk,a3,RIGHT,2026-09-10 08:50:00,35,53,7,9,104,8,50,08:50-55,1,0
AlankarChowk,a3,RIGHT,2026-09-10 08:55:00,36,48,5,12,101,8,55,08:55-00,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:00:00,34,51,7,9,101,9,0,09:00-05,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:05:00,36,50,8,15,109,9,5,09:05-10,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:10:00,35,53,6,19,113,9,10,09:10-15,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:15:00,32,52,8,15,107,9,15,09:15-20,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:20:00,37,56,9,8,110,9,20,09:20-25,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:25:00,34,59,9,11,113,9,25,09:25-30,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:30:00,39,57,7,5,108,9,30,09:30-35,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:35:00,38,54,7,8,107,9,35,09:35-40,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:40:00,38,52,7,10,107,9,40,09:40-45,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:45:00,39,56,5,7,107,9,45,09:45-50,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:50:00,37,55,7,10,109,9,50,09:50-55,1,0
AlankarChowk,a3,RIGHT,2026-09-10 09:55:00,33,49,6,14,102,9,55,09:55-00,1,0
AlankarChowk,a3,RIGHT,2026-09-10 10:00:00,37,52,9,13,111,10,0,10:00-05,1,0
AlankarChowk,a3,RIGHT,2026-09-10 10:05:00,40,55,9,10,114,10,5,10:05-10,1,0
JehangirChowk,j1,UP,2026-09-10 07:00:00,35,52,8,17,112,7,0,07:00-05,0,0
JehangirChowk,j1,UP,2026-09-10 07:05:00,36,54,5,9,104,7,5,07:05-10,0,0
JehangirChowk,j1,UP,2026-09-10 07:10:00,40,57,7,7,111,7,10,07:10-15,0,0
JehangirChowk,j1,UP,2026-09-10 07:15:00,34,53,7,7,101,7,15,07:15-20,0,0
JehangirChowk,j1,UP,2026-09-10 07:20:00,30,50,5,14,99,7,20,07:20-25,0,0
JehangirChowk,j1,UP,2026-09-10 07:25:00,32,49,6,12,99,7,25,07:25-30,0,0
JehangirChowk,j1,UP,2026-09-10 07:30:00,39,57,6,16,118,7,30,07:30-35,0,0
JehangirChowk,j1,UP,2026-09-10 07:35:00,34,59,9,11,113,7,35,07:35-40,0,0
JehangirChowk,j1,UP,2026-09-10 07:40:00,39,58,8,11,116,7,40,07:40-45,0,0
JehangirChowk,j1,UP,2026-09-10 07:45:00,37,52,6,6,101,7,45,07:45-50,0,0
JehangirChowk,j1,UP,2026-09-10 07:50:00,38,55,6,15,114,7,50,07:50-55,0,0
JehangirChowk,j1,UP,2026-09-10 07:55:00,30,46,8,15,99,7,55,07:55-00,0,0
JehangirChowk,j1,UP,2026-09-10 08:00:00,52,83,9,22,166,8,0,08:00-05,1,0
JehangirChowk,j1,UP,2026-09-10 08:05:00,64,95,13,21,193,8,5,08:05-10,1,0
JehangirChowk,j1,UP,2026-09-10 08:10:00,60,88,11,24,183,8,10,08:10-15,1,0
JehangirChowk,j1,UP,2026-09-10 08:15:00,67,94,14,12,187,8,15,08:15-20,1,0
JehangirChowk,j1,UP,2026-09-10 08:20:00,58,93,14,17,182,8,20,08:20-25,1,0
JehangirChowk,j1,UP,2026-09-10 08:25:00,66,91,15,7,179,8,25,08:25-30,1,0
JehangirChowk,j1,UP,2026-09-10 08:30:00,55,79,14,20,168,8,30,08:30-35,1,0
JehangirChowk,j1,UP,2026-09-10 08:35:00,63,98,14,16,191,8,35,08:35-40,1,0
JehangirChowk,j1,UP,2026-09-10 08:40:00,67,91,15,13,186,8,40,08:40-45,1,0
JehangirChowk,j1,UP,2026-09-10 08:45:00,63,88,13,8,172,8,45,08:45-50,1,0
JehangirChowk,j1,UP,2026-09-10 08:50:00,56,86,10,18,170,8,50,08:50-55,1,0
JehangirChowk,j1,UP,2026-09-10 08:55:00,51,79,9,24,163,8,55,08:55-00,1,0
JehangirChowk,j1,UP,2026-09-10 09:00:00,59,90,10,31,190,9,0,09:00-05,1,0
JehangirChowk,j1,UP,2026-09-10 09:05:00,52,90,13,17,172,9,5,09:05-10,1,0
JehangirChowk,j1,UP,2026-09-10 09:10:00,62,87,15,26,190,9,10,09:10-15,1,0
JehangirChowk,j1,UP,2026-09-10 09:15:00,50,72,8,24,154,9,15,09:15-20,1,0
JehangirChowk,j1,UP,2026-09-10 09:20:00,58,98,12,19,187,9,20,09:20-25,1,0
JehangirChowk,j1,UP,2026-09-10 09:25:00,55,77,9,17,158,9,25,09:25-30,1,0
JehangirChowk,j1,UP,2026-09-10 09:30:00,56,86,11,14,167,9,30,09:30-35,1,0
JehangirChowk,j1,UP,2026-09-10 09:35:00,65,87,12,16,180,9,35,09:35-40,1,0
JehangirChowk,j1,UP,2026-09-10 09:40:00,68,97,12,5,182,9,40,09:40-45,1,0
JehangirChowk,j1,UP,2026-09-10 09:45:00,54,80,11,21,166,9,45,09:45-50,1,0
JehangirChowk,j1,UP,2026-09-10 09:50:00,61,104,11,23,199,9,50,09:50-55,1,0
JehangirChowk,j1,UP,2026-09-10 09:55:00,63,87,12,10,172,9,55,09:55-00,1,0
JehangirChowk,j1,UP,2026-09-10 10:00:00,63,103,15,15,196,10,0,10:00-05,1,0
JehangirChowk,j1,UP,2026-09-10 10:05:00,71,92,10,18,191,10,5,10:05-10,1,0
JehangirChowk,j1,DOWN,2026-09-10 07:00:00,30,43,5,14,92,7,0,07:00-05,0,0
JehangirChowk,j1,DOWN,2026-09-10 07:05:00,35,54,8,20,117,7,5,07:05-10,0,0
JehangirChowk,j1,DOWN,2026-09-10 07:10:00,33,54,9,16,112,7,10,07:10-15,0,0
JehangirChowk,j1,DOWN,2026-09-10 07:15:00,47,70,10,7,134,7,15,07:15-20,0,0
JehangirChowk,j1,DOWN,2026-09-10 07:20:00,40,60,6,8,114,7,20,07:20-25,0,0
JehangirChowk,j1,DOWN,2026-09-10 07:25:00,38,58,5,13,114,7,25,07:25-30,0,0
JehangirChowk,j1,DOWN,2026-09-10 07:30:00,39,60,9,7,115,7,30,07:30-35,0,0
JehangirChowk,j1,DOWN,2026-09-10 07:35:00,34,56,6,16,112,7,35,07:35-40,0,0
JehangirChowk,j1,DOWN,2026-09-10 07:40:00,39,53,7,10,109,7,40,07:40-45,0,0
JehangirChowk,j1,DOWN,2026-09-10 07:45:00,41,52,8,11,112,7,45,07:45-50,0,0
JehangirChowk,j1,DOWN,2026-09-10 07:50:00,37,57,7,18,119,7,50,07:50-55,0,0
JehangirChowk,j1,DOWN,2026-09-10 07:55:00,35,56,7,12,110,7,55,07:55-00,0,0
JehangirChowk,j1,DOWN,2026-09-10 08:00:00,53,93,12,16,174,8,0,08:00-05,1,0
JehangirChowk,j1,DOWN,2026-09-10 08:05:00,65,86,12,9,172,8,5,08:05-10,1,0
JehangirChowk,j1,DOWN,2026-09-10 08:10:00,62,84,9,11,166,8,10,08:10-15,1,0
JehangirChowk,j1,DOWN,2026-09-10 08:15:00,67,85,11,22,185,8,15,08:15-20,1,0
JehangirChowk,j1,DOWN,2026-09-10 08:20:00,62,91,11,11,175,8,20,08:20-25,1,0
JehangirChowk,j1,DOWN,2026-09-10 08:25:00,54,73,13,19,159,8,25,08:25-30,1,0
JehangirChowk,j1,DOWN,2026-09-10 08:30:00,66,92,14,14,186,8,30,08:30-35,1,0
JehangirChowk,j1,DOWN,2026-09-10 08:35:00,59,102,15,20,196,8,35,08:35-40,1,0
JehangirChowk,j1,DOWN,2026-09-10 08:40:00,52,76,8,30,166,8,40,08:40-45,1,0
JehangirChowk,j1,DOWN,2026-09-10 08:45:00,61,95,16,7,179,8,45,08:45-50,1,0
JehangirChowk,j1,DOWN,2026-09-10 08:50:00,52,86,10,19,167,8,50,08:50-55,1,0
JehangirChowk,j1,DOWN,2026-09-10 08:55:00,64,90,11,9,174,8,55,08:55-00,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:00:00,66,98,15,6,185,9,0,09:00-05,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:05:00,69,90,12,14,185,9,5,09:05-10,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:10:00,53,74,11,10,148,9,10,09:10-15,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:15:00,61,82,14,20,177,9,15,09:15-20,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:20:00,58,77,10,21,166,9,20,09:20-25,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:25:00,57,87,13,16,173,9,25,09:25-30,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:30:00,57,92,15,10,174,9,30,09:30-35,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:35:00,67,86,15,11,179,9,35,09:35-40,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:40:00,69,93,14,16,192,9,40,09:40-45,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:45:00,57,98,13,16,184,9,45,09:45-50,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:50:00,64,82,11,20,177,9,50,09:50-55,1,0
JehangirChowk,j1,DOWN,2026-09-10 09:55:00,59,84,12,18,173,9,55,09:55-00,1,0
JehangirChowk,j1,DOWN,2026-09-10 10:00:00,58,79,11,15,163,10,0,10:00-05,1,0
JehangirChowk,j1,DOWN,2026-09-10 10:05:00,49,74,11,15,149,10,5,10:05-10,1,0
JehangirChowk,j1,LEFT,2026-09-10 07:00:00,26,40,5,8,79,7,0,07:00-05,0,0
JehangirChowk,j1,LEFT,2026-09-10 07:05:00,26,41,4,11,82,7,5,07:05-10,0,0
JehangirChowk,j1,LEFT,2026-09-10 07:10:00,22,29,4,6,61,7,10,07:10-15,0,0
JehangirChowk,j1,LEFT,2026-09-10 07:15:00,31,39,5,10,85,7,15,07:15-20,0,0
JehangirChowk,j1,LEFT,2026-09-10 07:20:00,29,39,7,9,84,7,20,07:20-25,0,0
JehangirChowk,j1,LEFT,2026-09-10 07:25:00,24,36,3,12,75,7,25,07:25-30,0,0
JehangirChowk,j1,LEFT,2026-09-10 07:30:00,24,35,5,4,68,7,30,07:30-35,0,0
JehangirChowk,j1,LEFT,2026-09-10 07:35:00,27,38,5,6,76,7,35,07:35-40,0,0
JehangirChowk,j1,LEFT,2026-09-10 07:40:00,29,38,4,11,82,7,40,07:40-45,0,0
JehangirChowk,j1,LEFT,2026-09-10 07:45:00,26,40,6,9,81,7,45,07:45-50,0,0
JehangirChowk,j1,LEFT,2026-09-10 07:50:00,23,33,6,10,72,7,50,07:50-55,0,0
JehangirChowk,j1,LEFT,2026-09-10 07:55:00,25,39,6,6,76,7,55,07:55-00,0,0
JehangirChowk,j1,LEFT,2026-09-10 08:00:00,45,69,8,7,129,8,0,08:00-05,1,0
JehangirChowk,j1,LEFT,2026-09-10 08:05:00,40,63,10,11,124,8,5,08:05-10,1,0
JehangirChowk,j1,LEFT,2026-09-10 08:10:00,49,61,8,12,130,8,10,08:10-15,1,0
JehangirChowk,j1,LEFT,2026-09-10 08:15:00,35,61,6,13,115,8,15,08:15-20,1,0
JehangirChowk,j1,LEFT,2026-09-10 08:20:00,46,63,8,13,130,8,20,08:20-25,1,0
JehangirChowk,j1,LEFT,2026-09-10 08:25:00,49,70,11,2,132,8,25,08:25-30,1,0
JehangirChowk,j1,LEFT,2026-09-10 08:30:00,39,64,7,17,127,8,30,08:30-35,1,0
JehangirChowk,j1,LEFT,2026-09-10 08:35:00,47,70,7,16,140,8,35,08:35-40,1,0
JehangirChowk,j1,LEFT,2026-09-10 08:40:00,47,67,9,9,132,8,40,08:40-45,1,0
JehangirChowk,j1,LEFT,2026-09-10 08:45:00,43,65,10,7,125,8,45,08:45-50,1,0
JehangirChowk,j1,LEFT,2026-09-10 08:50:00,44,66,9,11,130,8,50,08:50-55,1,0
JehangirChowk,j1,LEFT,2026-09-10 08:55:00,42,66,9,11,128,8,55,08:55-00,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:00:00,43,55,7,10,115,9,0,09:00-05,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:05:00,45,66,7,9,127,9,5,09:05-10,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:10:00,44,64,7,15,130,9,10,09:10-15,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:15:00,41,65,10,13,129,9,15,09:15-20,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:20:00,38,67,8,12,125,9,20,09:20-25,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:25:00,35,55,7,12,109,9,25,09:25-30,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:30:00,40,58,8,20,126,9,30,09:30-35,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:35:00,42,68,11,13,134,9,35,09:35-40,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:40:00,42,66,10,13,131,9,40,09:40-45,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:45:00,45,66,9,14,134,9,45,09:45-50,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:50:00,42,67,11,6,126,9,50,09:50-55,1,0
JehangirChowk,j1,LEFT,2026-09-10 09:55:00,42,61,6,20,129,9,55,09:55-00,1,0
JehangirChowk,j1,LEFT,2026-09-10 10:00:00,36,55,7,11,109,10,0,10:00-05,1,0
JehangirChowk,j1,LEFT,2026-09-10 10:05:00,42,67,10,9,128,10,5,10:05-10,1,0
JehangirChowk,j1,RIGHT,2026-09-10 07:00:00,25,38,5,10,78,7,0,07:00-05,0,0
JehangirChowk,j1,RIGHT,2026-09-10 07:05:00,23,32,3,11,69,7,5,07:05-10,0,0
JehangirChowk,j1,RIGHT,2026-09-10 07:10:00,26,33,5,5,69,7,10,07:10-15,0,0
JehangirChowk,j1,RIGHT,2026-09-10 07:15:00,29,37,5,8,79,7,15,07:15-20,0,0
JehangirChowk,j1,RIGHT,2026-09-10 07:20:00,28,42,4,6,80,7,20,07:20-25,0,0
JehangirChowk,j1,RIGHT,2026-09-10 07:25:00,25,37,3,9,74,7,25,07:25-30,0,0
JehangirChowk,j1,RIGHT,2026-09-10 07:30:00,27,40,6,9,82,7,30,07:30-35,0,0
JehangirChowk,j1,RIGHT,2026-09-10 07:35:00,27,41,6,9,83,7,35,07:35-40,0,0
JehangirChowk,j1,RIGHT,2026-09-10 07:40:00,28,45,5,10,88,7,40,07:40-45,0,0
JehangirChowk,j1,RIGHT,2026-09-10 07:45:00,31,48,7,7,93,7,45,07:45-50,0,0
JehangirChowk,j1,RIGHT,2026-09-10 07:50:00,26,37,6,7,76,7,50,07:50-55,0,0
JehangirChowk,j1,RIGHT,2026-09-10 07:55:00,32,45,7,5,89,7,55,07:55-00,0,0
JehangirChowk,j1,RIGHT,2026-09-10 08:00:00,47,62,10,7,126,8,0,08:00-05,1,0
JehangirChowk,j1,RIGHT,2026-09-10 08:05:00,43,65,9,8,125,8,5,08:05-10,1,0
JehangirChowk,j1,RIGHT,2026-09-10 08:10:00,42,62,10,8,122,8,10,08:10-15,1,0
JehangirChowk,j1,RIGHT,2026-09-10 08:15:00,43,58,6,17,124,8,15,08:15-20,1,0
JehangirChowk,j1,RIGHT,2026-09-10 08:20:00,42,60,7,22,131,8,20,08:20-25,1,0
JehangirChowk,j1,RIGHT,2026-09-10 08:25:00,41,64,10,11,126,8,25,08:25-30,1,0
JehangirChowk,j1,RIGHT,2026-09-10 08:30:00,43,74,7,19,143,8,30,08:30-35,1,0
JehangirChowk,j1,RIGHT,2026-09-10 08:35:00,38,56,9,15,118,8,35,08:35-40,1,0
JehangirChowk,j1,RIGHT,2026-09-10 08:40:00,44,56,7,12,119,8,40,08:40-45,1,0
JehangirChowk,j1,RIGHT,2026-09-10 08:45:00,45,61,9,11,126,8,45,08:45-50,1,0
JehangirChowk,j1,RIGHT,2026-09-10 08:50:00,37,60,7,15,119,8,50,08:50-55,1,0
JehangirChowk,j1,RIGHT,2026-09-10 08:55:00,36,58,10,12,116,8,55,08:55-00,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:00:00,44,59,7,15,125,9,0,09:00-05,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:05:00,50,65,10,9,134,9,5,09:05-10,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:10:00,41,64,11,10,126,9,10,09:10-15,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:15:00,49,69,10,4,132,9,15,09:15-20,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:20:00,40,64,8,13,125,9,20,09:20-25,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:25:00,45,64,7,18,134,9,25,09:25-30,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:30:00,33,55,7,12,107,9,30,09:30-35,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:35:00,38,61,9,14,122,9,35,09:35-40,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:40:00,38,53,9,15,115,9,40,09:40-45,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:45:00,45,58,6,16,125,9,45,09:45-50,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:50:00,40,53,9,6,108,9,50,09:50-55,1,0
JehangirChowk,j1,RIGHT,2026-09-10 09:55:00,38,60,10,13,121,9,55,09:55-00,1,0
JehangirChowk,j1,RIGHT,2026-09-10 10:00:00,37,64,8,13,122,10,0,10:00-05,1,0
JehangirChowk,j1,RIGHT,2026-09-10 10:05:00,49,69,12,9,139,10,5,10:05-10,1,0
JehangirChowk,j2,UP,2026-09-10 07:00:00,35,60,9,10,114,7,0,07:00-05,0,0
JehangirChowk,j2,UP,2026-09-10 07:05:00,35,57,7,8,107,7,5,07:05-10,0,0
JehangirChowk,j2,UP,2026-09-10 07:10:00,47,68,6,7,128,7,10,07:10-15,0,0
JehangirChowk,j2,UP,2026-09-10 07:15:00,31,51,9,11,102,7,15,07:15-20,0,0
JehangirChowk,j2,UP,2026-09-10 07:20:00,35,52,9,9,105,7,20,07:20-25,0,0
JehangirChowk,j2,UP,2026-09-10 07:25:00,44,69,7,12,132,7,25,07:25-30,0,0
JehangirChowk,j2,UP,2026-09-10 07:30:00,36,56,6,15,113,7,30,07:30-35,0,0
JehangirChowk,j2,UP,2026-09-10 07:35:00,40,58,8,6,112,7,35,07:35-40,0,0
JehangirChowk,j2,UP,2026-09-10 07:40:00,40,58,9,3,110,7,40,07:40-45,0,0
JehangirChowk,j2,UP,2026-09-10 07:45:00,32,52,8,13,105,7,45,07:45-50,0,0
JehangirChowk,j2,UP,2026-09-10 07:50:00,35,53,6,17,111,7,50,07:50-55,0,0
JehangirChowk,j2,UP,2026-09-10 07:55:00,40,54,9,10,113,7,55,07:55-00,0,0
JehangirChowk,j2,UP,2026-09-10 08:00:00,59,78,13,20,170,8,0,08:00-05,1,0
JehangirChowk,j2,UP,2026-09-10 08:05:00,60,90,12,33,195,8,5,08:05-10,1,0
JehangirChowk,j2,UP,2026-09-10 08:10:00,58,87,10,9,164,8,10,08:10-15,1,0
JehangirChowk,j2,UP,2026-09-10 08:15:00,69,86,11,19,185,8,15,08:15-20,1,0
JehangirChowk,j2,UP,2026-09-10 08:20:00,53,80,13,24,170,8,20,08:20-25,1,0
JehangirChowk,j2,UP,2026-09-10 08:25:00,56,86,12,17,171,8,25,08:25-30,1,0
JehangirChowk,j2,UP,2026-09-10 08:30:00,51,82,9,19,161,8,30,08:30-35,1,0
JehangirChowk,j2,UP,2026-09-10 08:35:00,66,93,9,11,179,8,35,08:35-40,1,0
JehangirChowk,j2,UP,2026-09-10 08:40:00,54,73,8,23,158,8,40,08:40-45,1,0
JehangirChowk,j2,UP,2026-09-10 08:45:00,62,92,13,16,183,8,45,08:45-50,1,0
JehangirChowk,j2,UP,2026-09-10 08:50:00,56,91,10,26,183,8,50,08:50-55,1,0
JehangirChowk,j2,UP,2026-09-10 08:55:00,56,93,13,23,185,8,55,08:55-00,1,0
JehangirChowk,j2,UP,2026-09-10 09:00:00,60,90,9,22,181,9,0,09:00-05,1,0
JehangirChowk,j2,UP,2026-09-10 09:05:00,59,81,12,12,164,9,5,09:05-10,1,0
JehangirChowk,j2,UP,2026-09-10 09:10:00,54,82,8,14,158,9,10,09:10-15,1,0
JehangirChowk,j2,UP,2026-09-10 09:15:00,57,92,17,24,190,9,15,09:15-20,1,0
JehangirChowk,j2,UP,2026-09-10 09:20:00,54,96,12,19,181,9,20,09:20-25,1,0
JehangirChowk,j2,UP,2026-09-10 09:25:00,63,91,15,6,175,9,25,09:25-30,1,0
JehangirChowk,j2,UP,2026-09-10 09:30:00,55,91,14,9,169,9,30,09:30-35,1,0
JehangirChowk,j2,UP,2026-09-10 09:35:00,54,88,12,12,166,9,35,09:35-40,1,0
JehangirChowk,j2,UP,2026-09-10 09:40:00,55,86,9,18,168,9,40,09:40-45,1,0
JehangirChowk,j2,UP,2026-09-10 09:45:00,55,81,12,15,163,9,45,09:45-50,1,0
JehangirChowk,j2,UP,2026-09-10 09:50:00,57,81,13,26,177,9,50,09:50-55,1,0
JehangirChowk,j2,UP,2026-09-10 09:55:00,60,89,14,14,177,9,55,09:55-00,1,0
JehangirChowk,j2,UP,2026-09-10 10:00:00,66,85,13,13,177,10,0,10:00-05,1,0
JehangirChowk,j2,UP,2026-09-10 10:05:00,68,88,12,20,188,10,5,10:05-10,1,0
JehangirChowk,j2,DOWN,2026-09-10 07:00:00,35,51,5,20,111,7,0,07:00-05,0,0
JehangirChowk,j2,DOWN,2026-09-10 07:05:00,32,43,7,12,94,7,5,07:05-10,0,0
JehangirChowk,j2,DOWN,2026-09-10 07:10:00,38,60,7,17,122,7,10,07:10-15,0,0
JehangirChowk,j2,DOWN,2026-09-10 07:15:00,34,59,7,13,113,7,15,07:15-20,0,0
JehangirChowk,j2,DOWN,2026-09-10 07:20:00,34,54,7,11,106,7,20,07:20-25,0,0
JehangirChowk,j2,DOWN,2026-09-10 07:25:00,40,63,7,13,123,7,25,07:25-30,0,0
JehangirChowk,j2,DOWN,2026-09-10 07:30:00,37,55,6,19,117,7,30,07:30-35,0,0
JehangirChowk,j2,DOWN,2026-09-10 07:35:00,43,63,10,2,118,7,35,07:35-40,0,0
JehangirChowk,j2,DOWN,2026-09-10 07:40:00,39,51,9,5,104,7,40,07:40-45,0,0
JehangirChowk,j2,DOWN,2026-09-10 07:45:00,37,53,6,8,104,7,45,07:45-50,0,0
JehangirChowk,j2,DOWN,2026-09-10 07:50:00,38,51,7,10,106,7,50,07:50-55,0,0
JehangirChowk,j2,DOWN,2026-09-10 07:55:00,36,59,8,9,112,7,55,07:55-00,0,0
JehangirChowk,j2,DOWN,2026-09-10 08:00:00,70,93,13,10,186,8,0,08:00-05,1,0
JehangirChowk,j2,DOWN,2026-09-10 08:05:00,48,71,8,24,151,8,5,08:05-10,1,0
JehangirChowk,j2,DOWN,2026-09-10 08:10:00,49,84,12,15,160,8,10,08:10-15,1,0
JehangirChowk,j2,DOWN,2026-09-10 08:15:00,49,73,11,21,154,8,15,08:15-20,1,0
JehangirChowk,j2,DOWN,2026-09-10 08:20:00,56,74,12,14,156,8,20,08:20-25,1,0
JehangirChowk,j2,DOWN,2026-09-10 08:25:00,54,81,13,13,161,8,25,08:25-30,1,0
JehangirChowk,j2,DOWN,2026-09-10 08:30:00,60,74,14,13,161,8,30,08:30-35,1,0
JehangirChowk,j2,DOWN,2026-09-10 08:35:00,77,95,14,17,203,8,35,08:35-40,1,0
JehangirChowk,j2,DOWN,2026-09-10 08:40:00,66,84,12,15,177,8,40,08:40-45,1,0
JehangirChowk,j2,DOWN,2026-09-10 08:45:00,63,100,13,17,193,8,45,08:45-50,1,0
JehangirChowk,j2,DOWN,2026-09-10 08:50:00,57,85,9,19,170,8,50,08:50-55,1,0
JehangirChowk,j2,DOWN,2026-09-10 08:55:00,62,99,15,8,184,8,55,08:55-00,1,0
JehangirChowk,j2,DOWN,2026-09-10 09:00:00,64,92,11,20,187,9,0,09:00-05,1,0
JehangirChowk,j2,DOWN,2026-09-10 09:05:00,54,80,14,22,170,9,5,09:05-10,1,0
JehangirChowk,j2,DOWN,2026-09-10 09:10:00,53,77,10,25,165,9,10,09:10-15,1,0
JehangirChowk,j2,DOWN,2026-09-10 09:15:00,57,89,12,12,170,9,15,09:15-20,1,0
JehangirChowk,j2,DOWN,2026-09-10 09:20:00,65,90,13,5,173,9,20,09:20-25,1,0
JehangirChowk,j2,DOWN,2026-09-10 09:25:00,52,83,13,20,168,9,25,09:25-30,1,0
JehangirChowk,j2,DOWN,2026-09-10 09:30:00,69,92,13,12,186,9,30,09:30-35,1,0
JehangirChowk,j2,DOWN,2026-09-10 09:35:00,59,99,9,27,194,9,35,09:35-40,1,0
JehangirChowk,j2,DOWN,2026-09-10 09:40:00,69,99,12,13,193,9,40,09:40-45,1,0
